$FLYS,1
$VAR,FIRMWARE_VER,v2024.06.09.starter_pistol
$VAR,DEVICE_ID,0017003b3253501720373657
$VAR,SESSION_ID,0734cf84a366e610ee699e39
$COL,GNSS,time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc
$UNIT,GNSS,,deg,deg,m,m/s,m/s,m/s,m,m,m/s
$DATA
$GNSS,2025-07-23T15:36:42.450Z,40.271013,-111.6169811,2370.979,-6.032,-0.868,17.197,0.448,0.836,0.285,16
$GNSS,2025-07-23T15:36:42.500Z,40.27101,-111.6169817,2370.052,-6.418,-0.917,17.754,0.448,0.836,0.263,16
$GNSS,2025-07-23T15:36:42.550Z,40.2710071,-111.6169824,2369.122,-6.468,-1.08,18.134,0.448,0.836,0.261,16
$GNSS,2025-07-23T15:36:42.600Z,40.2710041,-111.6169832,2368.191,-6.575,-1.26,18.33,0.448,0.836,0.261,16
$GNSS,2025-07-23T15:36:42.650Z,40.271001,-111.616984,2367.248,-6.835,-1.404,18.523,0.448,0.836,0.273,16
$GNSS,2025-07-23T15:36:42.700Z,40.2709979,-111.6169848,2366.276,-6.993,-1.356,18.889,0.448,0.835,0.274,16
$GNSS,2025-07-23T15:36:42.750Z,40.2709947,-111.6169858,2365.301,-7.052,-1.519,19.103,0.448,0.835,0.274,16
$GNSS,2025-07-23T15:36:42.800Z,40.2709915,-111.6169867,2364.31,-7.128,-1.593,19.408,0.449,0.835,0.273,16
$GNSS,2025-07-23T15:36:42.850Z,40.2709881,-111.6169878,2363.29,-7.412,-1.743,19.774,0.449,0.835,0.274,16
$GNSS,2025-07-23T15:36:42.900Z,40.2709847,-111.6169889,2362.262,-7.559,-1.775,20.119,0.449,0.835,0.252,16
$GNSS,2025-07-23T15:36:42.950Z,40.2709811,-111.6169902,2361.241,-7.725,-2.068,20.421,0.449,0.835,0.249,16
$GNSS,2025-07-23T15:36:43.000Z,40.2709775,-111.6169915,2360.192,-8.059,-2.144,20.701,0.449,0.834,0.247,16
$GNSS,2025-07-23T15:36:43.050Z,40.2709737,-111.6169929,2359.155,-8.28,-2.222,20.835,0.449,0.834,0.247,16
$GNSS,2025-07-23T15:36:43.100Z,40.2709698,-111.6169944,2358.07,-8.498,-2.495,21.24,0.449,0.833,0.248,16
$GNSS,2025-07-23T15:36:43.150Z,40.270966,-111.6169959,2357,-8.587,-2.532,21.35,0.449,0.833,0.247,16
$GNSS,2025-07-23T15:36:43.200Z,40.270962,-111.6169975,2355.91,-8.658,-2.677,21.654,0.449,0.832,0.246,16
$GNSS,2025-07-23T15:36:43.250Z,40.2709579,-111.6169992,2354.802,-9.096,-2.892,21.966,0.45,0.832,0.247,16
$GNSS,2025-07-23T15:36:43.300Z,40.2709537,-111.6170009,2353.687,-9.366,-2.966,22.089,0.45,0.831,0.246,16
$GNSS,2025-07-23T15:36:43.350Z,40.2709494,-111.6170028,2352.571,-9.501,-3.232,22.158,0.45,0.83,0.245,16
$GNSS,2025-07-23T15:36:43.400Z,40.270945,-111.6170049,2351.444,-9.726,-3.537,22.379,0.45,0.83,0.243,16
$GNSS,2025-07-23T15:36:43.450Z,40.2709405,-111.617007,2350.317,-9.898,-3.559,22.484,0.449,0.829,0.239,16
$GNSS,2025-07-23T15:36:43.500Z,40.2709358,-111.6170094,2349.177,-10.217,-3.86,22.703,0.449,0.829,0.238,16
$GNSS,2025-07-23T15:36:43.550Z,40.2709311,-111.6170117,2348.022,-10.598,-3.974,22.889,0.45,0.829,0.24,16
$GNSS,2025-07-23T15:36:43.600Z,40.2709261,-111.6170142,2346.885,-10.808,-4.225,22.887,0.45,0.828,0.242,16
$GNSS,2025-07-23T15:36:43.650Z,40.2709212,-111.617017,2345.732,-10.957,-4.582,23,0.45,0.828,0.242,16
$GNSS,2025-07-23T15:36:43.700Z,40.2709161,-111.6170199,2344.581,-11.255,-4.994,23.108,0.45,0.828,0.23,16
$GNSS,2025-07-23T15:36:43.750Z,40.270911,-111.6170229,2343.42,-11.231,-5.012,23.176,0.45,0.828,0.229,16
$GNSS,2025-07-23T15:36:43.800Z,40.2709057,-111.6170259,2342.269,-11.705,-5.181,23.165,0.45,0.828,0.23,16
$GNSS,2025-07-23T15:36:43.850Z,40.2709003,-111.6170292,2341.112,-11.976,-5.462,23.278,0.45,0.828,0.23,16
$GNSS,2025-07-23T15:36:43.900Z,40.2708947,-111.6170326,2339.977,-12.172,-5.702,23.341,0.45,0.828,0.213,16
$GNSS,2025-07-23T15:36:43.950Z,40.2708892,-111.6170361,2338.803,-12.184,-6.071,23.36,0.45,0.828,0.215,16
$GNSS,2025-07-23T15:36:44.000Z,40.2708837,-111.6170399,2337.628,-12.304,-6.441,23.368,0.45,0.829,0.218,16
$GNSS,2025-07-23T15:36:44.050Z,40.270878,-111.6170439,2336.438,-12.539,-6.835,23.592,0.45,0.828,0.206,16
$GNSS,2025-07-23T15:36:44.100Z,40.2708722,-111.6170482,2335.234,-12.916,-7.207,23.789,0.45,0.828,0.205,16
$GNSS,2025-07-23T15:36:44.150Z,40.2708663,-111.6170525,2334.051,-13.017,-7.368,23.747,0.45,0.829,0.221,16
$GNSS,2025-07-23T15:36:44.200Z,40.2708605,-111.617057,2332.864,-13.042,-7.707,23.746,0.45,0.829,0.224,16
$GNSS,2025-07-23T15:36:44.250Z,40.2708545,-111.6170619,2331.683,-13.298,-8.218,23.741,0.45,0.829,0.212,16
$GNSS,2025-07-23T15:36:44.300Z,40.2708485,-111.6170668,2330.51,-13.254,-8.417,23.67,0.45,0.828,0.205,16
$GNSS,2025-07-23T15:36:44.350Z,40.2708424,-111.617072,2329.324,-13.581,-8.705,23.619,0.45,0.828,0.209,16
$GNSS,2025-07-23T15:36:44.400Z,40.2708361,-111.6170772,2328.141,-13.951,-8.932,23.624,0.45,0.828,0.206,16
$GNSS,2025-07-23T15:36:44.450Z,40.2708297,-111.6170828,2326.956,-14.035,-9.334,23.709,0.45,0.827,0.205,16
$GNSS,2025-07-23T15:36:44.500Z,40.2708233,-111.6170886,2325.777,-13.98,-9.787,23.726,0.45,0.827,0.21,16
$GNSS,2025-07-23T15:36:44.550Z,40.2708169,-111.6170945,2324.6,-14.137,-10.038,23.657,0.45,0.827,0.21,16
$GNSS,2025-07-23T15:36:44.600Z,40.2708104,-111.6171007,2323.415,-14.401,-10.445,23.569,0.45,0.827,0.211,16
$GNSS,2025-07-23T15:36:44.650Z,40.2708037,-111.6171069,2322.246,-14.718,-10.466,23.529,0.451,0.827,0.206,16
$GNSS,2025-07-23T15:36:44.700Z,40.2707972,-111.6171133,2321.053,-14.661,-10.875,23.55,0.451,0.827,0.2,16
$GNSS,2025-07-23T15:36:44.750Z,40.2707906,-111.61712,2319.893,-14.673,-11.366,23.431,0.451,0.827,0.208,16
$GNSS,2025-07-23T15:36:44.800Z,40.2707838,-111.617127,2318.726,-14.844,-11.762,23.52,0.452,0.827,0.2,16
$GNSS,2025-07-23T15:36:44.850Z,40.270777,-111.6171341,2317.539,-15.13,-12.038,23.535,0.452,0.827,0.198,16
$GNSS,2025-07-23T15:36:44.900Z,40.2707702,-111.6171414,2316.37,-15.195,-12.407,23.509,0.452,0.828,0.195,16
$GNSS,2025-07-23T15:36:44.950Z,40.2707632,-111.6171488,2315.237,-15.413,-12.581,23.217,0.453,0.828,0.201,16
$GNSS,2025-07-23T15:36:45.000Z,40.2707563,-111.6171565,2314.067,-15.355,-13.131,23.027,0.453,0.829,0.203,16
$GNSS,2025-07-23T15:36:45.050Z,40.2707495,-111.6171644,2312.913,-15.375,-13.388,22.796,0.454,0.829,0.204,16
$GNSS,2025-07-23T15:36:45.100Z,40.2707424,-111.6171725,2311.765,-15.669,-13.659,22.906,0.454,0.83,0.213,16
$GNSS,2025-07-23T15:36:45.150Z,40.2707351,-111.6171807,2310.663,-15.827,-13.834,22.9,0.454,0.83,0.211,16
$GNSS,2025-07-23T15:36:45.200Z,40.2707279,-111.6171891,2309.551,-15.856,-14.276,22.612,0.455,0.83,0.204,16
$GNSS,2025-07-23T15:36:45.250Z,40.2707207,-111.6171977,2308.434,-15.988,-14.601,22.377,0.455,0.83,0.206,16
$GNSS,2025-07-23T15:36:45.300Z,40.2707135,-111.6172065,2307.323,-16.068,-15.002,22.24,0.456,0.831,0.198,16
$GNSS,2025-07-23T15:36:45.350Z,40.2707064,-111.6172156,2306.196,-16.028,-15.417,22.231,0.453,0.827,0.18,16
$GNSS,2025-07-23T15:36:45.400Z,40.2706991,-111.6172248,2305.092,-16.247,-15.619,22.081,0.452,0.824,0.182,16
$GNSS,2025-07-23T15:36:45.450Z,40.2706914,-111.6172339,2304.052,-16.491,-15.591,21.902,0.451,0.822,0.181,16
$GNSS,2025-07-23T15:36:45.500Z,40.2706839,-111.6172433,2302.977,-16.487,-15.909,21.719,0.45,0.819,0.183,16
$GNSS,2025-07-23T15:36:45.550Z,40.2706764,-111.6172531,2301.913,-16.508,-16.567,21.58,0.449,0.817,0.185,16
$GNSS,2025-07-23T15:36:45.600Z,40.270669,-111.6172628,2300.827,-16.571,-16.558,21.451,0.449,0.815,0.178,16
$GNSS,2025-07-23T15:36:45.650Z,40.2706616,-111.6172726,2299.719,-16.745,-16.677,21.383,0.448,0.813,0.174,16
$GNSS,2025-07-23T15:36:45.700Z,40.2706541,-111.6172829,2298.643,-16.68,-17.334,21.25,0.446,0.811,0.174,16
$GNSS,2025-07-23T15:36:45.750Z,40.2706466,-111.6172933,2297.608,-16.686,-17.678,21.031,0.446,0.809,0.177,16
$GNSS,2025-07-23T15:36:45.800Z,40.2706391,-111.617304,2296.558,-16.488,-18.075,20.952,0.445,0.807,0.178,16
$GNSS,2025-07-23T15:36:45.850Z,40.2706316,-111.6173149,2295.519,-16.575,-18.416,20.722,0.445,0.806,0.18,16
$GNSS,2025-07-23T15:36:45.900Z,40.2706241,-111.6173258,2294.499,-16.626,-18.462,20.614,0.444,0.804,0.18,16
$GNSS,2025-07-23T15:36:45.950Z,40.2706165,-111.6173369,2293.486,-16.75,-18.823,20.461,0.444,0.803,0.18,16
$GNSS,2025-07-23T15:36:46.000Z,40.2706087,-111.6173486,2292.537,-16.583,-19.567,20.176,0.443,0.802,0.18,16
$GNSS,2025-07-23T15:36:46.050Z,40.2706011,-111.61736,2291.571,-16.561,-19.381,19.809,0.442,0.8,0.187,16
$GNSS,2025-07-23T15:36:46.150Z,40.2705863,-111.6173835,2289.625,-16.46,-20.084,19.397,0.444,0.801,0.211,16
$GNSS,2025-07-23T15:36:46.200Z,40.2705789,-111.6173957,2288.671,-16.401,-20.637,19.246,0.443,0.8,0.195,16
$GNSS,2025-07-23T15:36:46.250Z,40.2705715,-111.6174081,2287.739,-16.341,-21.05,18.949,0.443,0.8,0.192,16
$GNSS,2025-07-23T15:36:46.300Z,40.2705643,-111.6174208,2286.788,-16.234,-21.379,18.885,0.443,0.799,0.185,16
$GNSS,2025-07-23T15:36:46.350Z,40.2705572,-111.6174333,2285.861,-15.96,-21.294,18.503,0.442,0.798,0.186,16
$GNSS,2025-07-23T15:36:46.400Z,40.2705501,-111.6174464,2284.959,-15.692,-22.052,18.273,0.442,0.797,0.186,16
$GNSS,2025-07-23T15:36:46.450Z,40.2705431,-111.6174595,2284.057,-15.484,-22.099,18.007,0.441,0.796,0.179,16
$GNSS,2025-07-23T15:36:46.500Z,40.2705363,-111.6174729,2283.142,-15.319,-22.592,18.062,0.441,0.796,0.198,16
$GNSS,2025-07-23T15:36:46.550Z,40.2705293,-111.6174862,2282.289,-15.17,-22.64,17.768,0.441,0.795,0.193,16
$GNSS,2025-07-23T15:36:46.600Z,40.2705226,-111.6174998,2281.416,-14.857,-22.98,17.448,0.44,0.795,0.191,16
$GNSS,2025-07-23T15:36:46.650Z,40.2705162,-111.6175138,2280.559,-14.345,-23.76,17.131,0.44,0.795,0.189,16
$GNSS,2025-07-23T15:36:46.700Z,40.2705099,-111.6175278,2279.717,-13.879,-23.814,16.972,0.44,0.794,0.19,16
$GNSS,2025-07-23T15:36:46.750Z,40.2705038,-111.6175421,2278.869,-13.715,-24.243,16.948,0.44,0.794,0.19,16
$GNSS,2025-07-23T15:36:46.800Z,40.2704976,-111.6175566,2278.045,-13.587,-24.602,16.793,0.44,0.794,0.189,16
$GNSS,2025-07-23T15:36:46.850Z,40.2704916,-111.6175709,2277.187,-13.322,-24.355,16.663,0.44,0.794,0.207,16
$GNSS,2025-07-23T15:36:46.900Z,40.2704859,-111.617586,2276.393,-12.633,-25.293,16.404,0.44,0.794,0.201,16
$GNSS,2025-07-23T15:36:46.950Z,40.2704802,-111.6176006,2275.616,-12.289,-24.916,16.309,0.44,0.794,0.2,16
$GNSS,2025-07-23T15:36:47.000Z,40.2704746,-111.6176153,2274.86,-11.965,-25.034,15.939,0.44,0.793,0.22,16
$GNSS,2025-07-23T15:36:47.050Z,40.2704694,-111.6176307,2274.047,-11.619,-25.925,16.048,0.44,0.793,0.222,16
$GNSS,2025-07-23T15:36:47.100Z,40.2704642,-111.6176457,2273.276,-11.41,-25.606,15.762,0.44,0.792,0.226,16
$GNSS,2025-07-23T15:36:47.150Z,40.2704592,-111.6176607,2272.536,-10.956,-25.582,15.383,0.439,0.791,0.261,16
$GNSS,2025-07-23T15:36:47.200Z,40.2704545,-111.617676,2271.77,-10.351,-25.931,15.308,0.439,0.79,0.286,16
$GNSS,2025-07-23T15:36:47.250Z,40.2704501,-111.6176919,2270.978,-10.037,-26.771,15.298,0.439,0.789,0.268,15
$GNSS,2025-07-23T15:36:47.300Z,40.2704459,-111.6177078,2270.174,-9.716,-26.98,15.462,0.439,0.788,0.235,15
$GNSS,2025-07-23T15:36:47.350Z,40.2704418,-111.617724,2269.361,-9.297,-27.314,15.503,0.438,0.787,0.215,15
$GNSS,2025-07-23T15:36:47.400Z,40.2704379,-111.6177401,2268.584,-8.88,-27.263,15.403,0.438,0.786,0.209,15
$GNSS,2025-07-23T15:36:47.450Z,40.270434,-111.6177562,2267.821,-8.585,-27.471,15.206,0.438,0.785,0.211,15
$GNSS,2025-07-23T15:36:47.500Z,40.2704304,-111.6177727,2267.048,-8.128,-27.872,15.25,0.437,0.783,0.204,15
$GNSS,2025-07-23T15:36:47.550Z,40.270427,-111.6177891,2266.281,-7.661,-27.943,15.235,0.436,0.782,0.201,15
$GNSS,2025-07-23T15:36:47.600Z,40.2704238,-111.6178055,2265.536,-7.209,-27.91,15.021,0.436,0.781,0.197,15
$GNSS,2025-07-23T15:36:47.650Z,40.2704206,-111.6178222,2264.803,-6.893,-28.482,15.01,0.435,0.779,0.182,16
$GNSS,2025-07-23T15:36:47.700Z,40.2704177,-111.617839,2264.047,-6.51,-28.575,14.959,0.435,0.778,0.181,16
$GNSS,2025-07-23T15:36:47.750Z,40.2704151,-111.6178559,2263.29,-6.102,-28.567,14.815,0.434,0.776,0.175,16
$GNSS,2025-07-23T15:36:47.800Z,40.2704126,-111.6178729,2262.552,-5.57,-28.892,14.779,0.433,0.775,0.175,16
$GNSS,2025-07-23T15:36:47.850Z,40.2704102,-111.61789,2261.819,-5.164,-29.013,14.809,0.432,0.774,0.171,16
$GNSS,2025-07-23T15:36:47.900Z,40.270408,-111.6179071,2261.12,-4.749,-29.047,14.583,0.432,0.772,0.174,15
$GNSS,2025-07-23T15:36:47.950Z,40.2704059,-111.6179241,2260.416,-4.6,-29.011,14.39,0.432,0.771,0.177,15
$GNSS,2025-07-23T15:36:48.000Z,40.270404,-111.6179414,2259.707,-4.232,-29.252,14.357,0.431,0.77,0.177,15
$GNSS,2025-07-23T15:36:48.050Z,40.2704022,-111.6179587,2259.01,-3.854,-29.368,14.209,0.431,0.769,0.176,15
$GNSS,2025-07-23T15:36:48.100Z,40.2704006,-111.6179761,2258.304,-3.506,-29.516,14.175,0.43,0.768,0.198,14
$GNSS,2025-07-23T15:36:48.150Z,40.2703992,-111.6179936,2257.604,-3.092,-29.7,14.036,0.43,0.767,0.198,15
$GNSS,2025-07-23T15:36:48.200Z,40.270398,-111.618011,2256.905,-2.743,-29.544,14.046,0.43,0.766,0.185,16
$GNSS,2025-07-23T15:36:48.250Z,40.2703969,-111.6180286,2256.237,-2.337,-29.872,13.91,0.43,0.766,0.187,16
$GNSS,2025-07-23T15:36:48.300Z,40.2703959,-111.6180462,2255.552,-2.087,-29.932,13.938,0.429,0.764,0.178,16
$GNSS,2025-07-23T15:36:48.350Z,40.2703951,-111.6180638,2254.861,-1.871,-30.092,13.856,0.429,0.763,0.173,16
$GNSS,2025-07-23T15:36:48.400Z,40.2703943,-111.6180815,2254.214,-1.486,-30.162,13.586,0.429,0.762,0.183,16
$GNSS,2025-07-23T15:36:48.450Z,40.2703939,-111.6180992,2253.54,-1.016,-30.184,13.626,0.429,0.761,0.181,16
$GNSS,2025-07-23T15:36:48.500Z,40.2703935,-111.618117,2252.874,-0.712,-30.237,13.559,0.428,0.76,0.165,16
$GNSS,2025-07-23T15:36:48.550Z,40.2703933,-111.6181348,2252.202,-0.323,-30.298,13.575,0.428,0.759,0.173,16
$GNSS,2025-07-23T15:36:48.600Z,40.2703932,-111.6181526,2251.538,-0.172,-30.409,13.453,0.428,0.758,0.172,16
$GNSS,2025-07-23T15:36:48.650Z,40.2703932,-111.6181705,2250.879,0.019,-30.449,13.336,0.428,0.757,0.174,16
$GNSS,2025-07-23T15:36:48.700Z,40.2703934,-111.6181885,2250.235,0.374,-30.565,13.215,0.427,0.755,0.174,16
$GNSS,2025-07-23T15:36:48.750Z,40.2703937,-111.6182064,2249.579,0.762,-30.551,13.278,0.427,0.754,0.174,16
$GNSS,2025-07-23T15:36:48.800Z,40.2703942,-111.6182244,2248.924,1.086,-30.603,13.207,0.427,0.753,0.174,16
$GNSS,2025-07-23T15:36:48.850Z,40.2703948,-111.6182424,2248.279,1.544,-30.589,13.131,0.426,0.752,0.162,16
$GNSS,2025-07-23T15:36:48.900Z,40.2703957,-111.6182605,2247.618,1.772,-30.724,13.169,0.426,0.751,0.162,16
$GNSS,2025-07-23T15:36:48.950Z,40.2703965,-111.6182786,2246.969,1.841,-30.79,13,0.425,0.75,0.161,16
$GNSS,2025-07-23T15:36:49.000Z,40.2703975,-111.6182968,2246.319,2.136,-30.916,12.874,0.425,0.749,0.16,16
$GNSS,2025-07-23T15:36:49.050Z,40.2703986,-111.618315,2245.676,2.329,-30.945,12.768,0.424,0.748,0.16,16
$GNSS,2025-07-23T15:36:49.100Z,40.2703998,-111.6183333,2245.052,2.779,-31.02,12.694,0.423,0.747,0.163,16
$GNSS,2025-07-23T15:36:49.150Z,40.2704012,-111.6183516,2244.413,3.04,-30.999,12.721,0.423,0.747,0.165,15
$GNSS,2025-07-23T15:36:49.200Z,40.2704025,-111.6183698,2243.797,3.156,-30.984,12.581,0.422,0.746,0.16,16
$GNSS,2025-07-23T15:36:49.250Z,40.270404,-111.6183882,2243.178,3.373,-31.137,12.524,0.421,0.746,0.163,15
$GNSS,2025-07-23T15:36:49.300Z,40.2704056,-111.6184066,2242.569,3.653,-31.202,12.318,0.42,0.745,0.161,15
$GNSS,2025-07-23T15:36:49.350Z,40.2704073,-111.618425,2241.958,3.769,-31.199,12.229,0.419,0.745,0.161,15
$GNSS,2025-07-23T15:36:49.400Z,40.2704091,-111.6184434,2241.353,4.075,-31.272,12.237,0.419,0.745,0.157,16
$GNSS,2025-07-23T15:36:49.450Z,40.270411,-111.6184618,2240.762,4.185,-31.268,12.046,0.418,0.744,0.163,16
$GNSS,2025-07-23T15:36:49.500Z,40.2704129,-111.6184803,2240.159,4.27,-31.346,11.981,0.417,0.744,0.155,16
$GNSS,2025-07-23T15:36:49.550Z,40.270415,-111.6184988,2239.559,4.538,-31.459,11.959,0.416,0.743,0.156,16
$GNSS,2025-07-23T15:36:49.600Z,40.2704171,-111.6185173,2238.975,4.75,-31.494,11.796,0.415,0.743,0.156,16
$GNSS,2025-07-23T15:36:49.650Z,40.2704194,-111.6185359,2238.398,5.108,-31.475,11.71,0.414,0.742,0.156,16
$GNSS,2025-07-23T15:36:49.700Z,40.2704217,-111.6185544,2237.8,5.203,-31.478,11.726,0.413,0.742,0.155,16
$GNSS,2025-07-23T15:36:49.750Z,40.2704239,-111.618573,2237.22,5.122,-31.592,11.644,0.412,0.741,0.159,16
$GNSS,2025-07-23T15:36:49.800Z,40.2704264,-111.6185917,2236.638,5.456,-31.744,11.716,0.411,0.741,0.149,16
$GNSS,2025-07-23T15:36:49.850Z,40.270429,-111.6186103,2236.041,5.754,-31.671,11.675,0.41,0.74,0.15,16
$GNSS,2025-07-23T15:36:49.900Z,40.2704316,-111.6186289,2235.481,5.872,-31.603,11.443,0.409,0.74,0.149,16
$GNSS,2025-07-23T15:36:49.950Z,40.2704343,-111.6186476,2234.903,6.03,-31.714,11.352,0.408,0.739,0.155,16
$GNSS,2025-07-23T15:36:50.000Z,40.2704372,-111.6186663,2234.321,6.217,-31.712,11.395,0.407,0.738,0.155,16
$GNSS,2025-07-23T15:36:50.050Z,40.2704399,-111.6186851,2233.771,6.235,-31.762,11.365,0.407,0.737,0.166,16
$GNSS,2025-07-23T15:36:50.100Z,40.2704428,-111.6187039,2233.206,6.439,-31.926,11.447,0.406,0.736,0.165,16
$GNSS,2025-07-23T15:36:50.150Z,40.2704458,-111.6187226,2232.639,6.75,-31.801,11.386,0.406,0.735,0.166,16
$GNSS,2025-07-23T15:36:50.200Z,40.270449,-111.6187413,2232.081,7.089,-31.634,11.244,0.405,0.735,0.168,15
$GNSS,2025-07-23T15:36:50.250Z,40.2704522,-111.61876,2231.53,7.189,-31.732,11.189,0.405,0.735,0.167,15
$GNSS,2025-07-23T15:36:50.300Z,40.2704555,-111.6187788,2230.978,7.389,-31.8,11.247,0.404,0.734,0.159,16
$GNSS,2025-07-23T15:36:50.350Z,40.2704589,-111.6187975,2230.409,7.551,-31.872,11.313,0.404,0.734,0.16,16
$GNSS,2025-07-23T15:36:50.400Z,40.2704624,-111.6188162,2229.86,7.801,-31.778,11.217,0.403,0.733,0.158,16
$GNSS,2025-07-23T15:36:50.450Z,40.270466,-111.6188349,2229.303,7.973,-31.713,11.224,0.403,0.733,0.166,16
$GNSS,2025-07-23T15:36:50.500Z,40.2704698,-111.6188536,2228.749,8.418,-31.698,11.191,0.402,0.733,0.166,16
$GNSS,2025-07-23T15:36:50.550Z,40.2704738,-111.6188722,2228.175,8.706,-31.661,11.175,0.402,0.732,0.165,16
$GNSS,2025-07-23T15:36:50.600Z,40.2704778,-111.6188909,2227.634,8.826,-31.696,11.098,0.401,0.732,0.167,16
$GNSS,2025-07-23T15:36:50.650Z,40.270482,-111.6189096,2227.087,9.262,-31.633,11.093,0.401,0.731,0.169,16
$GNSS,2025-07-23T15:36:50.700Z,40.2704863,-111.6189282,2226.53,9.734,-31.533,11.228,0.401,0.731,0.166,16
$GNSS,2025-07-23T15:36:50.750Z,40.2704908,-111.6189468,2225.956,9.938,-31.613,11.225,0.4,0.731,0.162,16
$GNSS,2025-07-23T15:36:50.800Z,40.2704954,-111.6189654,2225.414,10.23,-31.527,11.162,0.4,0.73,0.161,16
$GNSS,2025-07-23T15:36:50.850Z,40.2705001,-111.6189839,2224.854,10.522,-31.384,11.235,0.399,0.73,0.171,16
$GNSS,2025-07-23T15:36:50.900Z,40.2705049,-111.6190023,2224.306,10.701,-31.268,11.18,0.399,0.729,0.172,16
$GNSS,2025-07-23T15:36:50.950Z,40.27051,-111.6190208,2223.748,11.299,-31.333,11.289,0.399,0.729,0.172,16
$GNSS,2025-07-23T15:36:51.000Z,40.2705152,-111.6190392,2223.19,11.557,-31.27,11.333,0.398,0.729,0.164,16
$GNSS,2025-07-23T15:36:51.050Z,40.2705206,-111.6190575,2222.616,11.926,-31.156,11.454,0.398,0.728,0.161,16
$GNSS,2025-07-23T15:36:51.100Z,40.270526,-111.6190757,2222.048,12.005,-31.014,11.395,0.398,0.728,0.161,16
$GNSS,2025-07-23T15:36:51.150Z,40.2705314,-111.6190939,2221.526,12.307,-30.905,11.319,0.397,0.728,0.159,16
$GNSS,2025-07-23T15:36:51.200Z,40.270537,-111.6191121,2220.988,12.634,-30.915,11.366,0.397,0.728,0.158,16
$GNSS,2025-07-23T15:36:51.250Z,40.2705428,-111.6191302,2220.434,12.868,-30.904,11.396,0.396,0.727,0.158,16
$GNSS,2025-07-23T15:36:51.300Z,40.2705488,-111.6191483,2219.864,13.261,-30.768,11.515,0.396,0.727,0.155,16
$GNSS,2025-07-23T15:36:51.350Z,40.2705551,-111.6191662,2219.217,13.754,-30.69,11.786,0.395,0.726,0.158,16
$GNSS,2025-07-23T15:36:51.400Z,40.2705614,-111.6191841,2218.614,13.819,-30.672,11.86,0.395,0.725,0.161,16
$GNSS,2025-07-23T15:36:51.450Z,40.2705677,-111.6192021,2218.004,13.914,-30.622,12.048,0.395,0.724,0.165,16
$GNSS,2025-07-23T15:36:51.500Z,40.2705741,-111.61922,2217.391,14.296,-30.575,12.254,0.394,0.724,0.167,16
$GNSS,2025-07-23T15:36:51.550Z,40.2705807,-111.6192379,2216.777,14.669,-30.528,12.38,0.394,0.722,0.156,16
$GNSS,2025-07-23T15:36:51.600Z,40.2705874,-111.6192558,2216.149,14.777,-30.35,12.506,0.393,0.722,0.156,16
$GNSS,2025-07-23T15:36:51.650Z,40.2705941,-111.6192736,2215.508,14.887,-30.384,12.592,0.393,0.721,0.153,16
$GNSS,2025-07-23T15:36:51.700Z,40.2706009,-111.6192916,2214.867,15.126,-30.417,12.811,0.393,0.72,0.153,16
$GNSS,2025-07-23T15:36:51.750Z,40.2706078,-111.6193095,2214.206,15.258,-30.451,12.999,0.392,0.719,0.156,16
$GNSS,2025-07-23T15:36:51.800Z,40.2706148,-111.6193274,2213.541,15.417,-30.394,13.128,0.392,0.718,0.156,16
$GNSS,2025-07-23T15:36:51.850Z,40.2706218,-111.6193452,2212.859,15.687,-30.298,13.368,0.392,0.717,0.155,16
$GNSS,2025-07-23T15:36:51.900Z,40.2706289,-111.6193631,2212.163,15.653,-30.327,13.53,0.391,0.716,0.154,16
$GNSS,2025-07-23T15:36:51.950Z,40.2706361,-111.619381,2211.461,15.827,-30.321,13.673,0.391,0.716,0.152,16
$GNSS,2025-07-23T15:36:52.000Z,40.2706432,-111.6193989,2210.772,15.842,-30.401,13.74,0.391,0.715,0.156,16
$GNSS,2025-07-23T15:36:52.050Z,40.2706504,-111.6194167,2210.07,15.949,-30.305,13.864,0.39,0.714,0.161,16
$GNSS,2025-07-23T15:36:52.100Z,40.2706576,-111.6194346,2209.347,16.038,-30.491,14.108,0.39,0.713,0.16,16
$GNSS,2025-07-23T15:36:52.150Z,40.2706649,-111.6194527,2208.636,16.067,-30.574,14.315,0.389,0.712,0.156,16
$GNSS,2025-07-23T15:36:52.200Z,40.2706721,-111.6194707,2207.914,16.13,-30.505,14.598,0.388,0.711,0.155,16
$GNSS,2025-07-23T15:36:52.250Z,40.2706793,-111.6194887,2207.175,16.171,-30.477,14.77,0.387,0.71,0.177,16
$GNSS,2025-07-23T15:36:52.300Z,40.2706866,-111.6195067,2206.425,16.17,-30.561,14.901,0.386,0.708,0.177,16
$GNSS,2025-07-23T15:36:52.350Z,40.2706938,-111.6195248,2205.658,16.115,-30.722,15.11,0.385,0.707,0.183,16
$GNSS,2025-07-23T15:36:52.400Z,40.270701,-111.6195429,2204.884,16.12,-30.788,15.226,0.384,0.705,0.183,16
$GNSS,2025-07-23T15:36:52.450Z,40.2707082,-111.6195612,2204.115,15.978,-30.821,15.511,0.382,0.704,0.161,16
$GNSS,2025-07-23T15:36:52.500Z,40.2707153,-111.6195794,2203.326,15.983,-30.983,15.73,0.381,0.702,0.152,16
$GNSS,2025-07-23T15:36:52.550Z,40.2707225,-111.6195977,2202.526,15.986,-31.021,15.855,0.38,0.701,0.159,16
