$FLYS,1
$VAR,FIRMWARE_VER,v2024.06.09.starter_pistol
$VAR,DEVICE_ID,0017003b3253501720373657
$VAR,SESSION_ID,0734cf84a366e610ee699e39
$COL,GNSS,time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc
$UNIT,GNSS,,deg,deg,m,m/s,m/s,m/s,m,m,m/s
$DATA
$GNSS,2025-07-23T15:37:06.350Z,40.2685091,-111.6252775,1889.052,-39.051,-21.216,14.485,0.385,0.684,0.236,16
$GNSS,2025-07-23T15:37:06.400Z,40.2684915,-111.62529,1888.338,-39.049,-21.151,14.439,0.385,0.684,0.239,16
$GNSS,2025-07-23T15:37:06.450Z,40.2684739,-111.6253023,1887.629,-39.171,-21.008,14.35,0.385,0.683,0.239,16
$GNSS,2025-07-23T15:37:06.500Z,40.2684563,-111.6253145,1886.921,-39.103,-20.856,14.192,0.386,0.683,0.239,16
$GNSS,2025-07-23T15:37:06.550Z,40.2684387,-111.6253268,1886.22,-39.146,-20.865,14.094,0.386,0.682,0.239,16
$GNSS,2025-07-23T15:37:06.600Z,40.268421,-111.625339,1885.514,-39.155,-20.803,14.129,0.386,0.682,0.239,16
$GNSS,2025-07-23T15:37:06.650Z,40.2684034,-111.6253512,1884.81,-39.216,-20.68,14.105,0.386,0.682,0.239,16
$GNSS,2025-07-23T15:37:06.700Z,40.2683857,-111.6253632,1884.112,-39.209,-20.514,13.981,0.386,0.681,0.24,16
$GNSS,2025-07-23T15:37:06.750Z,40.268368,-111.6253752,1883.404,-39.337,-20.445,13.894,0.387,0.681,0.24,16
$GNSS,2025-07-23T15:37:06.800Z,40.2683504,-111.6253871,1882.703,-39.286,-20.262,13.943,0.387,0.68,0.24,16
$GNSS,2025-07-23T15:37:06.850Z,40.2683327,-111.6253989,1881.997,-39.258,-20.186,14.138,0.387,0.68,0.24,16
$GNSS,2025-07-23T15:37:06.900Z,40.2683151,-111.6254107,1881.289,-39.206,-20.158,14.189,0.387,0.679,0.24,16
$GNSS,2025-07-23T15:37:06.950Z,40.2682974,-111.6254225,1880.575,-39.325,-20.105,14.174,0.387,0.679,0.237,16
$GNSS,2025-07-23T15:37:07.000Z,40.2682796,-111.6254342,1879.87,-39.349,-19.903,14.123,0.387,0.679,0.237,16
$GNSS,2025-07-23T15:37:07.050Z,40.2682619,-111.6254458,1879.172,-39.348,-19.746,14.135,0.388,0.678,0.237,16
$GNSS,2025-07-23T15:37:07.100Z,40.2682442,-111.6254573,1878.46,-39.406,-19.487,14.2,0.388,0.678,0.238,16
$GNSS,2025-07-23T15:37:07.150Z,40.2682264,-111.6254686,1877.76,-39.456,-19.326,14.075,0.388,0.677,0.238,16
$GNSS,2025-07-23T15:37:07.200Z,40.2682086,-111.6254799,1877.064,-39.52,-19.208,13.99,0.388,0.677,0.238,16
$GNSS,2025-07-23T15:37:07.250Z,40.2681909,-111.6254911,1876.374,-39.49,-19.058,13.94,0.388,0.677,0.237,16
$GNSS,2025-07-23T15:37:07.300Z,40.2681731,-111.6255023,1875.673,-39.485,-18.937,14.068,0.388,0.677,0.237,16
$GNSS,2025-07-23T15:37:07.350Z,40.2681553,-111.6255134,1874.966,-39.584,-18.8,14.336,0.388,0.677,0.224,16
$GNSS,2025-07-23T15:37:07.400Z,40.2681374,-111.6255243,1874.248,-39.63,-18.574,14.319,0.388,0.677,0.223,16
$GNSS,2025-07-23T15:37:07.450Z,40.2681195,-111.6255351,1873.541,-39.699,-18.3,14.216,0.388,0.677,0.223,16
$GNSS,2025-07-23T15:37:07.500Z,40.2681016,-111.6255457,1872.804,-39.807,-18.082,14.385,0.388,0.677,0.225,16
$GNSS,2025-07-23T15:37:07.550Z,40.2680837,-111.6255562,1872.08,-39.758,-17.979,14.47,0.388,0.677,0.226,16
$GNSS,2025-07-23T15:37:07.600Z,40.2680658,-111.6255667,1871.347,-39.735,-17.869,14.665,0.388,0.677,0.225,16
$GNSS,2025-07-23T15:37:07.650Z,40.2680479,-111.6255771,1870.604,-39.761,-17.673,14.828,0.388,0.678,0.232,16
$GNSS,2025-07-23T15:37:07.700Z,40.26803,-111.6255873,1869.846,-39.852,-17.427,15.015,0.388,0.678,0.231,16
$GNSS,2025-07-23T15:37:07.750Z,40.2680121,-111.6255974,1869.09,-39.861,-17.251,15.078,0.388,0.679,0.231,16
$GNSS,2025-07-23T15:37:07.800Z,40.2679941,-111.6256075,1868.331,-39.866,-17.108,15.129,0.388,0.679,0.23,16
$GNSS,2025-07-23T15:37:07.850Z,40.2679762,-111.6256174,1867.563,-39.922,-16.879,15.296,0.388,0.68,0.231,16
$GNSS,2025-07-23T15:37:07.900Z,40.2679582,-111.6256271,1866.772,-39.977,-16.617,15.639,0.388,0.681,0.212,16
$GNSS,2025-07-23T15:37:07.950Z,40.2679402,-111.6256368,1865.976,-39.872,-16.46,15.907,0.388,0.682,0.213,16
$GNSS,2025-07-23T15:37:08.000Z,40.2679222,-111.6256464,1865.186,-39.974,-16.33,15.953,0.388,0.682,0.212,16
$GNSS,2025-07-23T15:37:08.050Z,40.2679042,-111.6256558,1864.386,-40.011,-16.027,16.037,0.388,0.683,0.213,16
$GNSS,2025-07-23T15:37:08.100Z,40.2678862,-111.6256652,1863.557,-40.087,-15.915,16.233,0.388,0.684,0.211,16
$GNSS,2025-07-23T15:37:08.150Z,40.2678682,-111.6256745,1862.732,-39.873,-15.846,16.437,0.388,0.685,0.211,16
$GNSS,2025-07-23T15:37:08.200Z,40.2678503,-111.6256837,1861.874,-39.847,-15.678,16.798,0.388,0.686,0.211,16
$GNSS,2025-07-23T15:37:08.250Z,40.2678324,-111.6256928,1861.018,-39.915,-15.569,17.009,0.388,0.687,0.211,16
$GNSS,2025-07-23T15:37:08.300Z,40.2678144,-111.6257019,1860.163,-39.884,-15.407,17.213,0.388,0.688,0.211,16
$GNSS,2025-07-23T15:37:08.350Z,40.2677964,-111.6257108,1859.29,-39.888,-15.222,17.297,0.388,0.689,0.212,16
$GNSS,2025-07-23T15:37:08.400Z,40.2677785,-111.6257197,1858.397,-39.94,-15.132,17.489,0.389,0.69,0.212,16
$GNSS,2025-07-23T15:37:08.450Z,40.2677605,-111.6257285,1857.51,-40.022,-15.073,17.713,0.389,0.691,0.212,16
$GNSS,2025-07-23T15:37:08.500Z,40.2677425,-111.6257373,1856.6,-40.01,-15.018,17.88,0.389,0.691,0.212,16
$GNSS,2025-07-23T15:37:08.550Z,40.2677245,-111.6257461,1855.675,-39.93,-14.955,18.009,0.389,0.692,0.213,16
$GNSS,2025-07-23T15:37:08.600Z,40.2677066,-111.6257548,1854.777,-39.897,-14.752,18.071,0.389,0.693,0.211,16
$GNSS,2025-07-23T15:37:08.650Z,40.2676886,-111.6257633,1853.855,-39.945,-14.611,18.273,0.389,0.694,0.211,16
$GNSS,2025-07-23T15:37:08.700Z,40.2676706,-111.6257718,1852.909,-39.947,-14.483,18.542,0.388,0.695,0.212,16
$GNSS,2025-07-23T15:37:08.750Z,40.2676526,-111.6257804,1851.963,-40.003,-14.518,18.756,0.388,0.695,0.212,16
$GNSS,2025-07-23T15:37:08.800Z,40.2676346,-111.6257889,1851.016,-40.011,-14.531,18.806,0.388,0.695,0.213,16
$GNSS,2025-07-23T15:37:08.850Z,40.2676167,-111.6257973,1850.06,-39.879,-14.414,18.856,0.388,0.695,0.212,16
$GNSS,2025-07-23T15:37:08.900Z,40.2675987,-111.6258058,1849.108,-39.879,-14.444,19.07,0.389,0.695,0.212,16
$GNSS,2025-07-23T15:37:08.950Z,40.2675807,-111.6258142,1848.115,-39.959,-14.303,19.362,0.389,0.695,0.211,16
$GNSS,2025-07-23T15:37:09.000Z,40.2675628,-111.6258226,1847.134,-39.892,-14.402,19.487,0.389,0.696,0.211,16
$GNSS,2025-07-23T15:37:09.050Z,40.2675449,-111.6258311,1846.145,-39.804,-14.418,19.658,0.389,0.695,0.23,16
$GNSS,2025-07-23T15:37:09.100Z,40.267527,-111.6258394,1845.135,-39.715,-14.293,19.914,0.389,0.695,0.23,16
$GNSS,2025-07-23T15:37:09.150Z,40.2675091,-111.6258479,1844.122,-39.903,-14.402,19.996,0.389,0.695,0.23,16
$GNSS,2025-07-23T15:37:09.200Z,40.2674911,-111.6258564,1843.122,-39.825,-14.457,20.11,0.389,0.695,0.226,16
$GNSS,2025-07-23T15:37:09.250Z,40.2674732,-111.6258649,1842.11,-39.821,-14.515,20.228,0.389,0.694,0.226,16
$GNSS,2025-07-23T15:37:09.300Z,40.2674553,-111.6258734,1841.083,-39.857,-14.529,20.249,0.389,0.694,0.227,16
$GNSS,2025-07-23T15:37:09.350Z,40.2674374,-111.6258819,1840.037,-39.811,-14.541,20.415,0.389,0.693,0.223,16
$GNSS,2025-07-23T15:37:09.400Z,40.2674195,-111.6258906,1839.019,-39.71,-14.677,20.554,0.389,0.692,0.224,16
$GNSS,2025-07-23T15:37:09.450Z,40.2674017,-111.6258992,1837.972,-39.629,-14.733,20.772,0.389,0.692,0.223,16
$GNSS,2025-07-23T15:37:09.500Z,40.2673838,-111.625908,1836.927,-39.679,-14.885,20.807,0.389,0.691,0.225,16
$GNSS,2025-07-23T15:37:09.550Z,40.267366,-111.6259168,1835.896,-39.7,-14.969,20.774,0.389,0.69,0.225,16
$GNSS,2025-07-23T15:37:09.600Z,40.2673481,-111.6259257,1834.853,-39.681,-15.071,20.861,0.39,0.689,0.225,16
$GNSS,2025-07-23T15:37:09.650Z,40.2673302,-111.6259346,1833.8,-39.665,-15.282,20.893,0.39,0.688,0.225,16
$GNSS,2025-07-23T15:37:09.700Z,40.2673124,-111.6259436,1832.758,-39.654,-15.355,20.8,0.39,0.688,0.226,16
$GNSS,2025-07-23T15:37:09.750Z,40.2672946,-111.6259527,1831.71,-39.603,-15.444,20.849,0.39,0.687,0.226,16
$GNSS,2025-07-23T15:37:09.800Z,40.2672768,-111.6259619,1830.646,-39.532,-15.597,21.012,0.39,0.686,0.225,16
$GNSS,2025-07-23T15:37:09.850Z,40.2672589,-111.6259711,1829.588,-39.679,-15.788,21.084,0.39,0.685,0.226,16
$GNSS,2025-07-23T15:37:09.900Z,40.267241,-111.6259805,1828.538,-39.703,-15.95,21.003,0.39,0.685,0.226,16
$GNSS,2025-07-23T15:37:09.950Z,40.2672232,-111.6259899,1827.495,-39.515,-16.047,20.944,0.39,0.684,0.226,16
$GNSS,2025-07-23T15:37:10.000Z,40.2672055,-111.6259994,1826.44,-39.346,-16.135,21.047,0.39,0.683,0.226,16
$GNSS,2025-07-23T15:37:10.050Z,40.2671877,-111.626009,1825.382,-39.484,-16.304,21.223,0.39,0.683,0.226,16
$GNSS,2025-07-23T15:37:10.100Z,40.2671699,-111.6260187,1824.32,-39.652,-16.439,21.184,0.39,0.682,0.226,16
$GNSS,2025-07-23T15:37:10.150Z,40.2671521,-111.6260284,1823.266,-39.487,-16.582,21.128,0.39,0.681,0.227,16
$GNSS,2025-07-23T15:37:10.200Z,40.2671344,-111.6260383,1822.216,-39.405,-16.76,21.067,0.39,0.68,0.224,16
$GNSS,2025-07-23T15:37:10.250Z,40.2671166,-111.6260483,1821.171,-39.402,-16.93,21.056,0.39,0.68,0.227,16
$GNSS,2025-07-23T15:37:10.300Z,40.2670988,-111.6260583,1820.113,-39.514,-17.052,21.165,0.39,0.679,0.224,16
$GNSS,2025-07-23T15:37:10.350Z,40.2670811,-111.6260684,1819.067,-39.431,-17.22,21.047,0.39,0.679,0.224,16
$GNSS,2025-07-23T15:37:10.400Z,40.2670633,-111.6260786,1818.031,-39.386,-17.332,20.881,0.39,0.678,0.224,16
$GNSS,2025-07-23T15:37:10.450Z,40.2670456,-111.6260889,1816.983,-39.397,-17.553,20.819,0.39,0.677,0.225,16
$GNSS,2025-07-23T15:37:10.500Z,40.2670279,-111.6260993,1815.939,-39.375,-17.704,20.84,0.391,0.677,0.225,16
$GNSS,2025-07-23T15:37:10.550Z,40.2670101,-111.6261098,1814.895,-39.381,-17.783,20.997,0.391,0.676,0.225,16
$GNSS,2025-07-23T15:37:10.600Z,40.2669924,-111.6261203,1813.848,-39.377,-17.928,21.026,0.391,0.675,0.225,16
$GNSS,2025-07-23T15:37:10.650Z,40.2669747,-111.626131,1812.818,-39.351,-18.075,20.851,0.391,0.675,0.225,16
$GNSS,2025-07-23T15:37:10.700Z,40.266957,-111.6261417,1811.789,-39.379,-18.261,20.701,0.391,0.674,0.226,16
$GNSS,2025-07-23T15:37:10.750Z,40.2669393,-111.6261526,1810.766,-39.279,-18.56,20.513,0.391,0.674,0.228,16
$GNSS,2025-07-23T15:37:10.800Z,40.2669216,-111.6261636,1809.751,-39.24,-18.758,20.325,0.391,0.673,0.227,16
$GNSS,2025-07-23T15:37:10.850Z,40.2669039,-111.6261747,1808.751,-39.195,-18.874,20.167,0.391,0.672,0.227,16
$GNSS,2025-07-23T15:37:10.900Z,40.2668863,-111.6261859,1807.747,-39.197,-18.99,20.068,0.391,0.671,0.227,16
$GNSS,2025-07-23T15:37:10.950Z,40.2668686,-111.6261972,1806.743,-39.325,-19.156,20.136,0.392,0.671,0.226,16
$GNSS,2025-07-23T15:37:11.000Z,40.2668509,-111.6262085,1805.739,-39.276,-19.357,20.119,0.392,0.67,0.225,16
$GNSS,2025-07-23T15:37:11.050Z,40.2668333,-111.6262201,1804.751,-39.099,-19.613,20.008,0.392,0.669,0.225,16
$GNSS,2025-07-23T15:37:11.100Z,40.2668157,-111.6262317,1803.766,-39.052,-19.779,19.948,0.392,0.669,0.225,16
$GNSS,2025-07-23T15:37:11.150Z,40.2667981,-111.6262434,1802.774,-39.033,-19.85,19.915,0.392,0.668,0.229,16
$GNSS,2025-07-23T15:37:11.200Z,40.2667807,-111.6262552,1801.785,-38.852,-20.024,20.014,0.392,0.667,0.229,16
$GNSS,2025-07-23T15:37:11.250Z,40.2667632,-111.6262671,1800.787,-38.842,-20.197,20.089,0.392,0.667,0.225,16
$GNSS,2025-07-23T15:37:11.300Z,40.2667457,-111.626279,1799.764,-38.808,-20.292,20.154,0.392,0.666,0.225,16
$GNSS,2025-07-23T15:37:11.350Z,40.2667282,-111.6262911,1798.762,-38.783,-20.61,20.152,0.392,0.665,0.225,16
$GNSS,2025-07-23T15:37:11.400Z,40.2667109,-111.6263034,1797.774,-38.612,-20.767,20.143,0.392,0.665,0.233,16
$GNSS,2025-07-23T15:37:11.450Z,40.2666936,-111.6263156,1796.766,-38.494,-20.807,20.16,0.393,0.664,0.225,16
$GNSS,2025-07-23T15:37:11.500Z,40.2666763,-111.626328,1795.75,-38.446,-21.103,20.282,0.393,0.663,0.225,16
$GNSS,2025-07-23T15:37:11.550Z,40.266659,-111.6263405,1794.746,-38.396,-21.215,20.277,0.393,0.663,0.234,16
$GNSS,2025-07-23T15:37:11.600Z,40.2666417,-111.6263531,1793.73,-38.328,-21.342,20.303,0.393,0.662,0.225,16
$GNSS,2025-07-23T15:37:11.650Z,40.2666245,-111.6263657,1792.72,-38.272,-21.537,20.224,0.393,0.661,0.225,16
$GNSS,2025-07-23T15:37:11.700Z,40.2666073,-111.6263785,1791.712,-38.292,-21.658,20.242,0.393,0.661,0.225,16
$GNSS,2025-07-23T15:37:11.750Z,40.2665901,-111.6263913,1790.7,-38.172,-21.781,20.38,0.393,0.66,0.224,16
$GNSS,2025-07-23T15:37:11.800Z,40.266573,-111.6264041,1789.668,-38.101,-21.845,20.494,0.393,0.659,0.224,16
$GNSS,2025-07-23T15:37:11.850Z,40.2665559,-111.6264171,1788.637,-37.976,-22.022,20.482,0.393,0.659,0.224,16
$GNSS,2025-07-23T15:37:11.900Z,40.2665387,-111.6264302,1787.618,-38.026,-22.224,20.487,0.393,0.658,0.226,16
$GNSS,2025-07-23T15:37:11.950Z,40.2665216,-111.6264432,1786.586,-37.979,-22.196,20.57,0.393,0.658,0.226,16
$GNSS,2025-07-23T15:37:12.000Z,40.2665046,-111.6264563,1785.553,-37.847,-22.299,20.625,0.394,0.657,0.233,16
$GNSS,2025-07-23T15:37:12.050Z,40.2664876,-111.6264695,1784.526,-37.881,-22.421,20.597,0.394,0.656,0.234,16
$GNSS,2025-07-23T15:37:12.100Z,40.2664706,-111.6264827,1783.494,-37.73,-22.458,20.664,0.394,0.656,0.234,16
$GNSS,2025-07-23T15:37:12.150Z,40.2664537,-111.626496,1782.469,-37.614,-22.586,20.618,0.394,0.655,0.232,16
$GNSS,2025-07-23T15:37:12.200Z,40.2664367,-111.6265093,1781.432,-37.734,-22.664,20.671,0.394,0.655,0.232,16
$GNSS,2025-07-23T15:37:12.250Z,40.2664197,-111.6265226,1780.39,-37.754,-22.634,20.718,0.394,0.654,0.231,16
$GNSS,2025-07-23T15:37:12.300Z,40.2664027,-111.626536,1779.36,-37.722,-22.755,20.729,0.394,0.653,0.231,16
$GNSS,2025-07-23T15:37:12.350Z,40.2663857,-111.6265494,1778.347,-37.678,-22.784,20.564,0.395,0.653,0.229,16
$GNSS,2025-07-23T15:37:12.400Z,40.2663688,-111.6265628,1777.328,-37.594,-22.921,20.394,0.395,0.652,0.229,16
$GNSS,2025-07-23T15:37:12.450Z,40.2663519,-111.6265764,1776.323,-37.554,-23.097,20.194,0.395,0.652,0.223,16
$GNSS,2025-07-23T15:37:12.500Z,40.266335,-111.6265899,1775.319,-37.587,-23.118,20.049,0.395,0.651,0.225,16
$GNSS,2025-07-23T15:37:12.550Z,40.2663179,-111.6266035,1774.334,-37.788,-23.101,19.87,0.395,0.651,0.224,16
$GNSS,2025-07-23T15:37:12.600Z,40.266301,-111.6266171,1773.36,-37.656,-23.076,19.601,0.395,0.65,0.224,16
$GNSS,2025-07-23T15:37:12.650Z,40.266284,-111.6266307,1772.394,-37.743,-23.198,19.315,0.395,0.65,0.225,16
$GNSS,2025-07-23T15:37:12.700Z,40.266267,-111.6266443,1771.452,-37.827,-23.151,19.046,0.395,0.65,0.226,16
$GNSS,2025-07-23T15:37:12.750Z,40.2662499,-111.6266578,1770.508,-37.84,-23.15,18.811,0.395,0.649,0.226,16
$GNSS,2025-07-23T15:37:12.800Z,40.2662329,-111.6266714,1769.596,-37.851,-23.127,18.436,0.395,0.649,0.227,16
$GNSS,2025-07-23T15:37:12.850Z,40.2662158,-111.626685,1768.688,-37.932,-23.173,18.229,0.395,0.649,0.227,16
$GNSS,2025-07-23T15:37:12.900Z,40.2661987,-111.6266986,1767.794,-38.035,-23.145,18.019,0.396,0.648,0.227,16
$GNSS,2025-07-23T15:37:12.950Z,40.2661815,-111.6267122,1766.91,-38.12,-23.155,17.825,0.396,0.648,0.227,16
$GNSS,2025-07-23T15:37:13.000Z,40.2661644,-111.6267257,1766.039,-38.042,-22.982,17.499,0.396,0.648,0.228,16
$GNSS,2025-07-23T15:37:13.050Z,40.2661472,-111.6267391,1765.188,-38.077,-22.972,17.154,0.396,0.648,0.227,16
$GNSS,2025-07-23T15:37:13.100Z,40.26613,-111.6267526,1764.352,-38.19,-23.002,16.866,0.396,0.647,0.227,16
$GNSS,2025-07-23T15:37:13.150Z,40.2661128,-111.6267661,1763.53,-38.185,-22.925,16.598,0.396,0.647,0.227,16
$GNSS,2025-07-23T15:37:13.200Z,40.2660957,-111.6267796,1762.709,-38.14,-22.955,16.46,0.396,0.647,0.227,16
$GNSS,2025-07-23T15:37:13.250Z,40.2660785,-111.6267931,1761.907,-38.105,-22.963,16.242,0.396,0.647,0.227,16
$GNSS,2025-07-23T15:37:13.300Z,40.2660613,-111.6268065,1761.116,-38.271,-22.959,16.001,0.397,0.647,0.229,16
$GNSS,2025-07-23T15:37:13.350Z,40.2660441,-111.62682,1760.347,-38.197,-22.858,15.645,0.397,0.646,0.227,16
$GNSS,2025-07-23T15:37:13.400Z,40.2660269,-111.6268333,1759.585,-38.095,-22.793,15.334,0.397,0.646,0.227,16
$GNSS,2025-07-23T15:37:13.450Z,40.2660097,-111.6268467,1758.845,-38.165,-22.704,14.953,0.397,0.646,0.229,16
$GNSS,2025-07-23T15:37:13.500Z,40.2659926,-111.62686,1758.124,-38.189,-22.659,14.675,0.397,0.646,0.229,16
$GNSS,2025-07-23T15:37:13.550Z,40.2659754,-111.6268733,1757.402,-38.161,-22.682,14.503,0.397,0.646,0.233,16
$GNSS,2025-07-23T15:37:13.600Z,40.2659582,-111.6268866,1756.699,-38.222,-22.569,14.28,0.397,0.645,0.233,16
$GNSS,2025-07-23T15:37:13.650Z,40.265941,-111.6268997,1756.005,-38.149,-22.405,14.119,0.397,0.645,0.233,16
$GNSS,2025-07-23T15:37:13.700Z,40.2659239,-111.6269128,1755.316,-38.066,-22.183,13.942,0.398,0.644,0.233,16
$GNSS,2025-07-23T15:37:13.750Z,40.2659068,-111.6269259,1754.654,-38.02,-22.284,13.659,0.398,0.643,0.233,16
$GNSS,2025-07-23T15:37:13.800Z,40.2658897,-111.626939,1753.99,-38.017,-22.327,13.431,0.398,0.643,0.233,16
$GNSS,2025-07-23T15:37:13.850Z,40.2658725,-111.6269521,1753.334,-38.018,-22.19,13.181,0.398,0.642,0.233,16
$GNSS,2025-07-23T15:37:13.900Z,40.2658554,-111.626965,1752.695,-38.082,-22.049,13.039,0.398,0.642,0.233,16
$GNSS,2025-07-23T15:37:13.950Z,40.2658383,-111.626978,1752.062,-38.057,-21.943,12.895,0.398,0.642,0.222,16
$GNSS,2025-07-23T15:37:14.000Z,40.2658212,-111.6269908,1751.427,-37.906,-21.906,12.784,0.398,0.642,0.221,16
$GNSS,2025-07-23T15:37:14.050Z,40.2658042,-111.6270037,1750.795,-37.776,-21.899,12.565,0.398,0.642,0.221,16
$GNSS,2025-07-23T15:37:14.100Z,40.2657872,-111.6270165,1750.188,-37.809,-21.849,12.296,0.399,0.642,0.22,16
$GNSS,2025-07-23T15:37:14.150Z,40.2657702,-111.6270294,1749.597,-37.765,-21.798,12.094,0.399,0.642,0.222,16
$GNSS,2025-07-23T15:37:14.200Z,40.2657532,-111.6270422,1749.018,-37.715,-21.78,11.984,0.399,0.642,0.222,16
$GNSS,2025-07-23T15:37:14.250Z,40.2657363,-111.627055,1748.439,-37.635,-21.775,11.785,0.399,0.643,0.223,16
$GNSS,2025-07-23T15:37:14.300Z,40.2657194,-111.6270678,1747.86,-37.529,-21.797,11.592,0.399,0.643,0.223,16
$GNSS,2025-07-23T15:37:14.350Z,40.2657025,-111.6270806,1747.295,-37.393,-21.756,11.292,0.399,0.643,0.223,16
$GNSS,2025-07-23T15:37:14.400Z,40.2656858,-111.6270934,1746.753,-37.235,-21.756,11.084,0.399,0.643,0.223,16
$GNSS,2025-07-23T15:37:14.450Z,40.2656691,-111.6271062,1746.237,-37.147,-21.769,10.738,0.399,0.642,0.234,16
$GNSS,2025-07-23T15:37:14.500Z,40.2656525,-111.6271191,1745.734,-36.963,-21.833,10.387,0.399,0.642,0.234,16
$GNSS,2025-07-23T15:37:14.550Z,40.2656359,-111.6271319,1745.24,-36.828,-21.902,9.999,0.399,0.641,0.234,16
$GNSS,2025-07-23T15:37:14.600Z,40.2656194,-111.6271448,1744.776,-36.607,-21.831,9.594,0.4,0.641,0.234,16
$GNSS,2025-07-23T15:37:14.650Z,40.2656031,-111.6271575,1744.33,-36.374,-21.719,9.26,0.4,0.64,0.236,16
$GNSS,2025-07-23T15:37:14.700Z,40.2655867,-111.6271703,1743.91,-36.308,-21.675,8.797,0.4,0.639,0.232,16
$GNSS,2025-07-23T15:37:14.750Z,40.2655705,-111.6271829,1743.502,-36.132,-21.607,8.385,0.4,0.638,0.232,16
$GNSS,2025-07-23T15:37:14.800Z,40.2655544,-111.6271956,1743.114,-35.774,-21.601,7.913,0.4,0.637,0.234,16
$GNSS,2025-07-23T15:37:14.850Z,40.2655384,-111.6272084,1742.77,-35.445,-21.707,7.36,0.4,0.636,0.234,16
$GNSS,2025-07-23T15:37:14.900Z,40.2655227,-111.6272211,1742.452,-35.068,-21.578,6.885,0.4,0.635,0.234,16
$GNSS,2025-07-23T15:37:14.950Z,40.265507,-111.6272336,1742.164,-34.912,-21.374,6.286,0.4,0.634,0.246,16
$GNSS,2025-07-23T15:37:15.000Z,40.2654914,-111.6272461,1741.902,-34.625,-21.282,5.643,0.4,0.633,0.25,16
$GNSS,2025-07-23T15:37:15.050Z,40.265476,-111.6272586,1741.657,-34.156,-21.161,5.151,0.4,0.633,0.25,16
$GNSS,2025-07-23T15:37:15.100Z,40.2654608,-111.627271,1741.436,-33.777,-21.167,4.637,0.401,0.632,0.253,16
$GNSS,2025-07-23T15:37:15.150Z,40.2654458,-111.6272834,1741.244,-33.416,-21.092,4.178,0.401,0.631,0.254,16
$GNSS,2025-07-23T15:37:15.200Z,40.265431,-111.6272957,1741.085,-33.045,-20.905,3.736,0.401,0.631,0.255,16
$GNSS,2025-07-23T15:37:15.250Z,40.2654164,-111.627308,1740.938,-32.409,-20.878,3.247,0.401,0.63,0.255,16
$GNSS,2025-07-23T15:37:15.300Z,40.2654018,-111.6273201,1740.817,-32.27,-20.738,2.613,0.402,0.63,0.255,16
$GNSS,2025-07-23T15:37:15.350Z,40.2653875,-111.6273321,1740.728,-31.963,-20.399,2.062,0.402,0.629,0.256,16
$GNSS,2025-07-23T15:37:15.400Z,40.2653733,-111.627344,1740.666,-31.605,-20.272,1.627,0.402,0.629,0.257,16
$GNSS,2025-07-23T15:37:15.450Z,40.2653594,-111.6273559,1740.616,-31.002,-20.252,1.288,0.402,0.628,0.235,16
$GNSS,2025-07-23T15:37:15.500Z,40.2653458,-111.6273679,1740.601,-30.336,-20.271,0.718,0.403,0.628,0.263,16
$GNSS,2025-07-23T15:37:15.550Z,40.2653323,-111.6273797,1740.601,-29.927,-20.142,0.336,0.403,0.628,0.265,16
$GNSS,2025-07-23T15:37:15.600Z,40.2653191,-111.6273915,1740.62,-29.482,-19.999,-0.013,0.403,0.628,0.265,16
$GNSS,2025-07-23T15:37:15.650Z,40.2653061,-111.627403,1740.653,-29.023,-19.732,-0.468,0.404,0.628,0.266,16
$GNSS,2025-07-23T15:37:15.700Z,40.2652932,-111.6274146,1740.719,-28.723,-19.685,-0.962,0.404,0.628,0.266,16
$GNSS,2025-07-23T15:37:15.750Z,40.2652805,-111.627426,1740.789,-28.196,-19.473,-1.281,0.404,0.628,0.263,16
$GNSS,2025-07-23T15:37:15.800Z,40.2652681,-111.6274373,1740.886,-27.827,-19.17,-1.532,0.405,0.628,0.263,16
$GNSS,2025-07-23T15:37:15.850Z,40.2652558,-111.6274485,1740.994,-27.378,-18.962,-1.815,0.405,0.628,0.264,16
$GNSS,2025-07-23T15:37:15.900Z,40.2652436,-111.6274594,1741.12,-27.014,-18.654,-2.374,0.405,0.628,0.264,16
$GNSS,2025-07-23T15:37:15.950Z,40.2652318,-111.6274702,1741.259,-26.467,-18.465,-2.734,0.406,0.628,0.264,16
$GNSS,2025-07-23T15:37:16.000Z,40.26522,-111.627481,1741.416,-26.145,-18.381,-3.002,0.406,0.628,0.265,16
$GNSS,2025-07-23T15:37:16.050Z,40.2652085,-111.6274916,1741.591,-25.71,-18.119,-3.277,0.406,0.628,0.266,16
$GNSS,2025-07-23T15:37:16.100Z,40.2651971,-111.6275021,1741.773,-25.356,-17.823,-3.349,0.407,0.628,0.266,16
$GNSS,2025-07-23T15:37:16.150Z,40.265186,-111.6275125,1741.963,-24.853,-17.655,-3.601,0.407,0.628,0.266,16
$GNSS,2025-07-23T15:37:16.200Z,40.2651751,-111.6275227,1742.153,-24.222,-17.55,-3.924,0.407,0.628,0.253,16
$GNSS,2025-07-23T15:37:16.250Z,40.2651644,-111.6275329,1742.356,-23.894,-17.427,-4.117,0.408,0.627,0.252,16
$GNSS,2025-07-23T15:37:16.300Z,40.2651538,-111.6275432,1742.581,-23.513,-17.416,-4.142,0.408,0.627,0.252,16
